ds,actual,yhat,yhat_lower,yhat_upper
2018-05-30,124.0,187.71798425562997,123.669553477634,252.024620536069
2018-05-31,112.0,182.30490472428386,116.5345316090884,242.8930302562568
2018-06-01,168.0,175.11295710545667,115.65197540289437,233.29063999356896
2018-06-02,119.0,143.9764864778221,80.40041900938071,207.27020724762113
2018-06-03,194.0,153.2810590051777,92.76134070702518,214.20121253092444
2018-06-04,208.0,189.78264377792462,128.9505186759659,250.56190882135738
2018-06-05,174.0,192.69177107952711,130.75410798142732,256.40135193751235
2018-06-06,209.0,186.4471125426051,125.64166087338981,249.59744918593404
2018-06-07,216.0,182.38324408403275,121.61518260699279,248.4113911875102
2018-06-08,185.0,176.40686409134418,116.86957808405924,238.13357886739777
2018-06-09,142.0,146.33081078657415,79.92442758029098,202.93368646892705
2018-06-10,189.0,156.52185561777242,94.17808986275192,221.3942736008696
2018-06-11,250.0,193.72023170324348,134.03428310016733,254.53719879012849
2018-06-12,230.0,197.12410607552215,131.9690085917008,256.8970290640686
2018-06-13,212.0,191.1634355588277,129.18055027667475,249.89758769759501
2018-06-14,189.0,187.16796132973326,123.04560547729874,247.66836037974932
2018-06-15,161.0,181.04360868565993,117.16389161544895,238.7257020188174
2018-06-16,137.0,150.60663003606754,89.99453222624773,210.76443116211237
2018-06-17,131.0,160.23146226252243,99.32353288182445,223.1342095890854
2018-06-18,218.0,196.6702521732871,139.57423850989412,259.3977017767187
2018-06-19,192.0,199.1372541184535,136.548081310213,262.13757805564177
2018-06-20,211.0,192.08253576757605,129.49043491244672,253.91525812391686
2018-06-21,213.0,186.85974434654574,129.2366486514266,248.35914422363942
2018-06-22,151.0,179.40219840886866,118.08936904406453,243.83066565992493
2018-06-23,140.0,147.55664322397283,89.94334603176026,207.0358500717297
2018-06-24,168.0,155.7306426946791,93.41897313449151,214.58984115250007
2018-06-25,213.0,190.71156514962124,133.11659084287038,253.16799091108567
2018-06-26,241.0,191.75037265215136,136.01559123306572,254.59414084088695
